,title,label
103,가분가분,1
104,가분,1
105,가뿐가뿐,1
106,가뿐가뿐,1
107,가뿐가뿐,1
108,가뿐,1
109,가뿐,1
110,가뿐,1
111,가뿐 느낌,1
112,가뿐 느낌,1
113,가,1
114,가쁘,2
115,가쁘 쉬,2
116,가쁘,2
117,가쁘 거치,2
118,가쁘 급하,2
119,가쁘,2
120,가쁘 증상,2
121,가살,2
122,가소롭,2
123,가소롭,2
124,가스 중독,2
125,가슴 아파하,2
126,가슴 아파하,2
127,가슴 아프,2
128,가슴 아프,2
129,가슴 아프,2
130,가슴속 근심,2
131,가슴앓이,2
132,가슴앓이,2
133,가슴 갑갑,2
134,가슴 괴롭,2
135,가슴 그,2
136,가슴 답답,2
137,가슴 답답,2
138,가슴 답답,2
139,가슴 답답,2
140,가슴 답답,2
141,가슴 답답,2
142,가슴 아프,2
143,가슴 아프,2
144,가슴 울렁거리,2
145,가슴 울렁거리,2
146,가슴 찢어지,2
147,가습 답답,2
148,가엽,2
149,가엾,2
150,가엾 여기,2
151,가엾 여기,2
152,가엾,2
153,가엾 불쌍,2
154,가엾 불쌍,2
155,가엾 불쌍,2
156,가엾 불쌍,2
157,가엾 애처롭,2
158,가엾,2
159,가운데 뛰,1
160,가위눌리,2
161,가 아프,2
162,가장 거룩,1
163,가장 뛰어나,1
164,가장 뛰어나,1
165,가장 올바르,1
166,가장 좋,1
167,가장 중요,1
168,가증,2
169,가증,2
170,가지런 하,1
171,가지런 하다,1
172,가지런,1
173,가지런 아니하,2
174,가지런 아니하,2
175,가짜,2
176,가책 되,2
177,가치,1
178,가치 없,2
179,가치 있,1
180,가치 있,1
181,가치,1
182,가치 없,2
183,가치 없,2
184,가치 없이,2
185,가치 있,1
186,가치 믿,1
187,가치 인정,1
188,가치 비싸,2
189,가치,2
190,가치,1
191,가치,2
192,가치 모양,2
193,가치 소리,2
194,가탈,2
195,가혹,2
196,가혹 착취,2
197,각근하 못하,2
198,각별나,1
199,각별,1
200,간 장애,2
201,간 질환,2
202,간드러지,1
203,간드러지 느낌,1
204,간사,2
205,간사 행동,2
206,간사 행동,2
207,간사,2
208,간사,2
209,간사,2
210,간사 사람,2
211,간사 짓,2
212,간섭,2
213,간섭,2
214,간섭 방해,2
215,간섭,2
216,간섭,2
217,간섭,2
218,간신히 짜내,2
219,간절,1
220,간지럽,2
221,간지럽,2
222,간지럽,2
223,간지럽 자릿,2
224,간직,1
225,간직 아니하,2
226,간질,2
227,간질간질,2
228,간질,2
229,간질 느낌,2
230,간편,1
231,간편,1
232,갈강병,2
233,갈등,2
234,가르,2
235,갈라지 피부병,2
236,갈색,2
237,갈증 나,2
238,갈증 심하,2
239,갈팡질팡,2
240,갈팡질팡,2
241,갈팡질팡,2
242,갈피 잡 수 없,2
243,갈피 잡지 못하,2
244,갈피 잡지 못하 이리저리 헤매 모양,2
245,갈피 잡지 못하,2
246,갈피 잡지 못하,2
247,감각 둔하,2
248,감각 마비,2
249,감각적,1
250,감감,2
251,감개,1
252,감격,1
253,감격성,1
254,감격,1
255,감격,1
256,감격,1
257,감격적,1
258,감격,1
259,감격,1
260,감금,2
261,감기,2
262,감기,2
263,감기 듣,2
264,감기,2
265,감기 천식,2
266,감기,2
267,감기 인하,2
268,감당,1
269,감동,1
270,감동,1
271,감동 만하,1
272,감동 받,1
273,감동 일으키,1
274,감동 주거,1
275,감동,1
276,감동 되,1
277,감동,1
278,감동 고마움,1
279,감동,1
280,감동,1
281,감동,1
282,감동,1
283,감명,1
284,감명,1
285,감명,1
286,감모,1
287,감미롭,1
288,감병,2
289,감복,1
290,감복,1
291,감사,1
292,감사 표하,1
293,감사,1
294,감사 마음,1
295,감사,1
296,감싸,1
297,감싸 달래,0
298,감옥,2
299,감옥,2
300,감정 사납,2
301,감정 건드리,2
302,감정 불화,2
303,감정 거칠어지,2
304,감정 북받치,1
305,감칠맛 있,1
306,감탄,1
307,감탄,1
308,감탄 때,1
309,감탄,1
310,감탄,1
311,감탄,1
312,감탄,1
313,감탄 때,1
314,감회 새롭,1
315,감회 젖,1
316,갑갑궁금하,2
317,갑갑 궁금,2
318,갑갑,2
319,갑갑,2
320,갑갑 증상,2
321,갑갑,2
322,갑갑 정도,2
323,갑,2
324,갑,2
325,갑자기 게우,2
326,갑자기 놀라,2
327,갑자기 놀라,2
328,갑자기 무섭,2
329,갑자기 분별,2
330,갑자기 서늘,2
331,갑자기 서늘 느낌,2
332,갑자기 성,2
333,갑자기 소란,2
334,갑자기 소름,2
335,갑자기 어지럽,2
336,갑작스럽 두렵,2
337,갑작스럽 화,2
338,값 매기 수 없 만큼,1
339,값지,1
340,강간죄,2
341,강개,2
342,강개,2
343,강구,0
344,강도,2
345,강,2
346,강렬,1
347,강박,2
348,강박,2
349,강세,1
350,강인,1
351,강인,1
352,강제,2
353,강제 누르,2
354,강제 누르,2
355,강제 누르,2
356,강제 빼앗,2
357,강제 빼앗,2
358,강제 빼앗,2
359,강제 빼앗,2
360,강제 요구,2
361,강제적,2
362,강추,1
363,강탈,2
364,강탈,2
365,강,2
366,강하,1
367,강하 만들,1
368,강하 하다,1
369,강하,1
370,강하 야무지,1
371,강하 야무지,1
372,강하 튼튼,1
373,강하,1
374,강 비판,2
375,강 충격,2
376,강화,1
377,갖 아니하,2
378,갖추,1
379,갖추 못하,2
380,같잖,2
381,같잖,2
382,같잖 우습,2
383,같잖,2
384,같잖 꼴,2
385,갚 않,2
386,개가 무섭,2
387,개가 아프,2
388,개선,1
389,개선 방도,1
390,개선,1
391,개선,1
392,개선,1
393,개성,1
394,개성,1
395,개성,1
396,개운 않,2
397,개운,1
398,개운,1
399,개운 시원,1
400,개운 홀가분,1
401,개운,1
402,개운 않,2
403,개으름,2
404,개,1
405,개짓하,2
406,개회,0
407,개,1
408,갸륵,1
409,갸륵 데,1
410,갸름,1
411,거꾸러뜨리,2
412,거꾸로 넘어지,2
413,거두 못하,2
414,거드럭거드럭,2
415,거드럭거리,2
416,거,2
417,거,2
418,거들먹거리,2
419,거들먹대,2
420,거들먹이,2
421,거들 따뜻이,1
422,거들 죄,2
423,거뜬,1
424,거래 금지,2
425,거룩,1
426,거룩 모습,1
427,거룩 사람,1
428,거리끼,2
429,거리낌 없이,1
430,거만,2
431,거만,2
432,거만 떨,2
433,거만 떨,2
434,거만,2
435,거만 행동,2
436,거만 행동,2
437,거만,2
438,거만,2
439,거만,2
440,거만 태도,2
441,거무스름 피고름,2
442,거볍 까불,2
443,거볍 성,2
444,거볍 채신,2
445,거볍 행동,2
446,거볍 행동,2
447,거볍 행동,2
448,거볍 온화,1
449,거부감,2
450,거부감 없이,1
451,거부,2
452,거부,2
453,거북,2
454,거북 저,2
455,거북 절,2
456,거북,2
457,거북 괴로움,2
458,거북 괴롭,2
459,거북 더럽,2
460,거북,2
461,거북,2
462,거북 불편,2
463,거북 주체,2
464,거북,2
465,거북,2
466,거북 모양,2
467,거북 상태,2
468,거북 소리,2
469,거북,2
470,거북 만큼,2
471,거세,2
472,거세 급하,2
473,거슬리,2
474,거슬리 불쾌,2
475,거슬리,2
476,거슬리 마음,2
477,거슬리,2
478,거슬리 싫,2
479,거슬리,2
480,거슬리 느낌,2
481,거슬리,2
482,거슬리 없이,1
483,거역,2
484,거역,2
485,거의 없,2
486,거절,2
487,거절 싫,2
488,거절,2
489,거짓,2
490,거짓 없,1
491,거짓말,2
492,거짓말,2
493,거짓,1
494,거짓,2
495,거짓 감정,2
496,거짓 꾸미,2
497,거짓 꾸미,2
498,거짓 꾸미,2
499,거짓 꾸미,2
500,거짓 속이,2
501,거짓 속이,2
502,거짓 버리,1
503,거짓 없,1
504,거짓 없,1
505,거짓 없이,1
506,거짓,2
507,그,2
508,그 거슬리,2
509,거추장스럽,2
510,거추장스럽 성가시,2
511,거추장스럽,2
512,거추장스럽 걸리,2
513,거추장스럽,2
514,그,2
515,거치적거리,2
516,거치적거리 소리,2
517,거치적,2
518,거치적,2
519,거치,2
520,거치 데,2
521,거치 말로,2
522,거치 모양,2
523,거치 목소리,2
524,거치 성질,2
525,거치 소리,2
526,거치 사납,2
527,거치,2
528,거치 나,2
529,거치 되,2
530,거치 말다툼,2
531,거치 말하,2
532,거치 몰아쉬,2
533,거치 몰아쉬,2
534,거치 소리,2
535,거치 쉬,2
536,거치 울리,2
537,거치 일,2
538,거치 잇따르,2
539,거치 행동,2
540,거치 행동,2
541,거칠,2
542,거칠 가쁘,2
543,거칠 격,2
544,거칠 깔끄럽,2
545,거칠 껄끄럽,2
546,거칠 나쁘,2
547,거칠 무뚝뚝,2
548,거칠 사납,2
549,거칠 세차,2
550,거칠 심하,2
551,거칠 험하,2
552,거칠 험하,2
553,거칠,2
554,거칠,2
555,거칠 가쁘,2
556,거칠어지,2
557,거침새 없,1
558,거침없이,1
559,거치 없,1
560,걱정,2
561,걱정 같,2
562,걱정 따위,2
563,걱정 없이,1
564,걱정거리,2
565,걱정,2
566,걱정 근심,2
567,걱정,2
568,걱정,2
569,걱정,2
570,걱정 조바심,2
571,걱정,2
572,걱정,2
573,걱정,2
574,걱정,2
575,걱정 되,2
576,걱정 되,2
577,걱정 되,2
578,걱정 없,1
579,걱정 없,1
580,걱정,2
581,걱정 근심,2
582,걱정 근심,2
583,걱정 언짢,2
584,걱정 해,2
585,걱정,2
586,걱정 하나,2
587,걱정,2
588,걱정 게,2
589,걱정,2
590,건강 긍정적,1
591,건강 좋,1
592,건강 해롭,2
593,건강,1
594,건강 온전,1
595,건강 온전,1
596,건강,1
597,건강,1
598,건강 아름답,1
599,건강 못하,2
600,건강,1
601,건달,2
602,건둥건둥,1
603,건둥건둥,1
604,건둥반둥하,2
605,건드리 귀찮,2
606,건들거리,2
607,건들거리 벙글거리,2
608,건들건들,2
609,건들건들 지내,2
610,건들대,2
611,건망증,2
612,건망증 심,2
613,건방지,2
614,건방지,2
615,건방지 행동,2
616,건방지,2
617,건방지,2
618,건방지,2
619,건방지,2
620,건방,2
621,건성 기침,2
622,건성,2
623,건성 묻,2
624,건장,1
625,건장,1
626,건장 모양,1
627,건전,1
628,건전 착실,1
629,건전 못하,2
630,건전 못하,2
631,건전 아니하,2
632,건전,1
633,건전,1
634,것,1
635,걷 못하,2
636,걷 못하,2
637,걸리,2
638,걸리 막히,2
639,걸리,2
640,걸리적대,2
641,걸핏하면,2
642,검사 불합격,2
643,검소,1
644,검소,1
645,검 티끌,2
646,검질기 굴,2
647,검질기 굴,2
648,겁,2
649,겁나,2
650,겁나 하,2
651,겁나,2
652,겁내,2
653,겁,2
654,겁 지,2
655,겁 질리,2
656,겁 질리,2
657,겁 질리,2
658,겁,2
659,겁 내,2
660,겁 내달,2
661,겁 먹,2
662,겁 먹,2
663,겁 주,2
664,겁 나,2
665,겁 나서,2
666,겁 많,2
667,겁 많,2
668,겁 많,2
669,겁 많,2
670,겁 많,2
671,겁 부서지,2
672,겁쟁이,2
673,것 아프,2
674,것 낫,1
675,것 샘,2
676,것 짓밟,2
677,것 거북,2
678,것 깨끗하,1
679,것 해결,1
680,겉 그럴듯하,2
681,겉면 매끄럽,1
682,겉모양 아름다움,1
683,겉치레,2
684,게걸,2
685,게걸 돌아다니,2
686,게걸 돌아다니,2
687,게우,2
688,게우 소리,2
689,게우 소리,2
690,것,2
691,것 듯이,2
692,게우,2
693,게우 내,2
694,게우 내달,2
695,게으르,2
696,게으르,2
697,게으르 놀,2
698,게으르 행동,2
699,게으르 행동,2
700,게으르,2
701,게으르,2
702,게으름,2
703,게으름,2
704,게으름 피우,2
705,게으름,2
706,게으름 나,2
707,게으름,2
708,게으름 싫증,2
709,게을러빠지,2
710,게을러터지,2
711,게을리 않,1
712,겐트,2
713,겨를 없,2
714,겹 빠듯,2
715,겨우겨우,2
716,겨우겨우 살기,2
717,겹,2
718,겹 일,2
719,격노,2
720,격노,2
721,격동,0
722,격려,1
723,격려,1
724,격분,2
725,격분,2
726,격식 맞,1
727,격식 갖추 않,2
728,격 어울리,2
729,격하,2
730,격하 되,2
731,격하,0
732,격하,2
733,격,2
734,격 감정,2
735,격 기운,2
736,격 느낌,2
737,겪 불쌍,2
738,견고,1
739,견디 어렵,2
740,견디기 어렵,2
741,견디 내달,1
742,견디 수 없,2
743,견주 수 없 정도,1
744,결기,2
745,결기 나,2
746,결단성 없,2
747,결단성 없이,2
748,결단성 없,2
749,결단성 없,2
750,결단 못 내리,2
751,결딴나,2
752,결딴나 듯이,2
753,결막염,2
754,결석,2
755,결석,2
756,결심 없이,2
757,결점,2
758,결점 없,1
759,결정 못하,2
760,결정 못하,2
761,결정 못하,2
762,결정 못하,2
763,결정 못하,2
764,결핍,2
765,결핍증,2
766,결함,2
767,결함,2
768,결함 드,2
769,결함 들추,2
770,결함 풍자,2
771,결함 없이,1
772,결함 있,2
773,결함,2
774,결함 잘못,2
775,결함 잘못,2
776,결핵,2
777,겸손,1
778,겸손 이르,1
779,겸손,1
780,겸손 예의,1
781,겸손 예의 바른,1
782,겸손,1
783,겸손,1
784,겸연쩍,2
785,겸연쩍,2
786,겹,2
787,겹,2
788,겹 여기,2
789,경건,1
790,경건,1
791,경련,2
792,경련 일으키,2
793,경련,2
794,경련 일어나,2
795,경망,2
796,경망 추잡,2
797,경망,2
798,경망 여자,2
799,경망,2
800,경망 까불,2
801,경망 내,2
802,경망 내흔들,2
803,경망 놀리,2
804,경망 덤비,2
805,경망 떠벌리,2
806,경망 이리저리,2
807,경망 추키,2
808,경망 행동,2
809,경망 행동,2
810,경망,2
811,경망 가볍,2
812,경망 방정맞,2
813,경망,2
814,경망,2
815,경망 행동,2
816,경망 행동,2
817,경망,2
818,경망 짓,2
819,경멸,2
820,경멸,2
821,경멸,2
822,경멸 여기,2
823,경박,2
824,경박 함부로,2
825,경박,2
826,경박,2
827,경박,2
828,경박 행동,2
829,경사,1
830,경사 일,1
831,경상,2
832,경솔,2
833,경솔 까불,2
834,경솔 말하,2
835,경솔 행동,2
836,경솔 행동,2
837,경솔 행동,2
838,경솔,2
839,경솔 방정맞,2
840,경솔,2
841,경솔,2
842,경솔 모양,2
843,경이,1
844,경이,1
845,경치 좋,1
846,경치 뛰어나,1
847,경치 맑,1
848,경치 아름다움,1
849,경치 아름답,1
850,경치 좋,1
851,경치 좋,1
852,경치 즐기,1
853,경쾌,1
854,경험 많,1
855,경험 적거,2
856,경황 없,2
857,계급 올림,1
858,계급 오르,1
859,계속 게우,2
860,계속 공허,2
861,계속 공허,2
862,계속 까불,2
863,계속 까불,2
864,계속 놀리,2
865,계속 다투,2
866,계속 떠들,2
867,계속 밉살스럽,2
868,계속 부정,2
869,계속 불평,2
870,계속 서운,2
871,계속 서운,2
872,계속 성,2
873,계속 아첨,2
874,계속 어지럽,2
875,계속 쩔쩔매,2
876,계속 토하,2
877,계속 헤프,2
878,계속 흥겹,1
879,고결 함,1
880,고결 풍채,1
881,고귀,1
882,고귀 사람,1
883,고급,1
884,고급,1
885,고급지,1
886,고까워하,2
887,고까워하 데,2
888,고까워하 태도,2
889,고까워하 태도,2
890,고난,2
891,고단,2
892,고단,2
893,고달프,2
894,고도화,2
895,고도화되,2
896,고되,2
897,고르,1
898,고르 반듯,1
899,고르 야무지,1
900,고르,1
901,고르 못하,2
902,고르 못하,2
903,고르 아니하,2
904,고르 아니하,2
905,고르 않,2
906,고름,2
907,고름 나오,2
908,고름 생기,2
909,고름 생기,2
910,고름집,2
911,고리,2
912,고맙,1
913,고맙 마음,1
914,고맙 마음,1
915,고마움,1
916,고마움,1
917,고마움 깊이,1
918,고마움 나타내,1
919,고마움 나타내,1
920,고마워하,1
921,고맙,1
922,고맙 베풀,1
923,고맙 여기,1
924,고맙 여기,1
925,고맙 여기,1
926,고맙,1
927,고백,1
928,고부라지,0
929,고부라지 비틀어지,0
930,고분,1
931,고분,1
932,고분 온순,1
933,고분 온순,1
934,고분,1
935,고분 못하,2
936,고비,2
937,고상,1
938,고상,1
939,고상,1
940,고상 기질,1
941,고상 남자,1
942,고상 이야기,1
943,고상 인품,1
944,고상 풍채,1
945,고생,2
946,고생,2
947,고생 격,2
948,고생 하다,2
949,고생,2
950,고생,2
951,고생 두려워하,2
952,고생,2
953,고성능,1
954,고소 공포증,2
955,고약,2
956,고약,2
957,고약,2
958,고약,2
959,고열,2
960,고열 따위,2
961,고요,1
962,고요 함,1
963,고요,1
964,고요 아름답,1
965,고요,1
966,고요,1
967,곱,1
968,곱 빛깔,1
969,곱,1
970,고자질,2
971,고작,2
972,고장나,2
973,고지혈증,2
974,고질병,2
975,고집,2
976,고집스레,2
977,고집스레 싫,2
978,고집,2
979,고집 부리,2
980,고집 부리,2
981,고집 부리,2
982,고집,2
983,고집 세,2
984,고집 세,2
985,고집 있,2
986,고치,1
987,고치 세우,1
988,고치 짓,1
989,고치 짓,1
990,고충,2
991,고치 어렵,2
992,고치 어렵,2
993,고치,1
994,고치 바로잡,1
995,고타,2
996,고통,2
997,고통,2
998,고통 상태,2
999,고통 일,2
1000,고통,2
1001,고통,2
1002,고통 일하,2
1003,고통,2
1004,고통,2
1005,고통 당하,2
1006,고통 이르,2
1007,고통 주,2
1008,고통 주,2
1009,고통,2
1010,고통 지속,2
1011,고통,2
1012,고통 곤란,2
1013,고통 시달림,2
1014,고통 어렵,2
1015,고통,2
1016,고통 뜻,2
1017,고품질,1
1018,고한,2
1019,고함,2
1020,고함 지르,2
1021,고혈압,2
1022,곤궁,2
1023,곤궁,2
1024,곤궁,2
1025,곤궁,2
1026,곤란,2
1027,곤란 대하,2
1028,곤란,2
1029,곤란 시련,2
1030,곤란,2
1031,곤란 되,2
1032,곤란,2
1033,곤란 지,2
1034,곤란,2
1035,곤란 병,2
1036,곤란 사정,2
1037,곤란 상태,2
1038,곤장 치,2
1039,곤혹,2
1040,곤혹,2
1041,곧,1
1042,곧 되,1
1043,곧,1
1044,곧 올바르,1
1045,곧,1
1046,곧 아니하,2
1047,곧잘 흥분,2
1048,곧장 나아,1
1049,곧 못하,2
1050,골골 앓,2
1051,골나,2
1052,골똘,0
1053,골리,2
1054,골리 짓,2
1055,골 나,2
1056,곪,2
1057,곪 쑤,2
1058,곯리 주,2
1059,곯리,2
1060,곯,2
1061,곯 물크러지,2
1062,곯,2
1063,곯 듯하,2
1064,곰살갑 못하,2
1065,곰살궂 못하,2
1066,곰팡내,2
1067,곰팡이,2
1068,곱,1
1069,곱,1
1070,곱 꾸미,1
1071,곱 피어나,1
1072,곱 피어나,1
1073,곱,1
1074,곱 바르,1
1075,곱 보드랍,1
1076,곱 보드랍,1
1077,곱 아름답,1
1078,곱,1
1079,곱살,1
1080,곱살 트이,1
1081,곱살,1
1082,곱살,1
1083,곱실,2
1084,곱절 용감,1
1085,곱질 아니하,2
1086,곱질 않,2
1087,곳 평안히,1
1088,공갈,2
1089,공개적 비난,2
1090,공격,2
1091,공격,0
1092,공경,1
1093,공경 예,1
1094,공경,1
1095,공경 마음,1
1096,공경,1
1097,공경,1
1098,공경,1
1099,공경 몰,1
1100,공경,1
1101,공경 만하,1
1102,공공연히 불법적,2
1103,공교,2
1104,공교 이상,2
1105,공기 상쾌,1
1106,공덕,1
1107,공덕,1
1108,공덕 칭송,1
1109,공덕 힘,1
1110,공덕 있,1
1111,공로,1
1112,공로,1
1113,공로 업적,1
1114,공범자,2
1115,공손,1
1116,공손,1
1117,공손 아니하,2
1118,공손,1
1119,공손 더하,1
1120,공손히,1
1121,공손히 진찰,1
1122,공연,2
1123,공연 짓,2
1124,공연히,2
1125,공연히 놀,2
1126,공연히 미워하,2
1127,공익,1
1128,공익 목적,1
1129,공적,0
1130,공적 많,1
1131,공정,1
1132,공정,1
1133,공정,1
1134,공정,1
1135,공평,1
1136,공평,1
1137,공평 어느,1
1138,공평,1
1139,공포,2
1140,공포,2
1141,공포 긴장,2
1142,공포증,2
1143,공허,2
1144,공허,2
1145,공허 느낌,2
1146,공허 느낌,2
1147,공황,2
1148,공황,2
1149,과거 급제,1
1150,과격,2
1151,과격,2
1152,과,2
1153,과대,2
1154,과대 빠지,2
1155,과도,2
1156,과로,2
1157,과로 따위,2
1158,과로 따위,2
1159,과로,2
1160,과식,2
1161,과식 하,2
1162,과음,2
1163,과음,2
1164,과장,2
1165,과장,2
1166,과장,2
1167,과체중,2
1168,과하,2
1169,관계 끊어지,2
1170,관계 끊어지,2
1171,관계 끊어지,2
1172,관계 맺어지,1
1173,관계 끊,2
1174,관계 맺,1
1175,관계없,2
1176,관계없 행동,2
1177,관광 만하,1
1178,관능적,1
1179,관람객 줄어들,2
1180,관심,2
1181,관심 가지 아니하,2
1182,관심 가지,1
1183,관심 기울이,1
1184,관심 있,1
1185,관심,1
1186,관심 좋아하,1
1187,관심 흥미,1
1188,관절염,2
1189,관절 저리,2
1190,관철 다투,2
1191,괄시,2
1192,괄시,2
1193,광견병,2
1194,광명,1
1195,광,2
1196,괘씸,2
1197,괘씸 얄밉,2
1198,괘씸 얄밉,2
1199,괘씸,2
1200,괘씸 데,2
1201,괜찮,1
1202,괜찮,1
1203,괜찮,1
1204,괜하 트집,2
1205,괜히 트집,2
1206,괴롭,2
1207,괴롭 느낌,2
1208,괴롭 느낌,2
1209,괴롭 모양,2
1210,괴롭 상태,2
1211,괴롭 상태,2
1212,괴롭 상태,2
1213,괴롭,2
1214,괴롭 때,2
1215,괴로움,2
1216,괴로움,2
1217,괴로움 아픔,2
1218,괴로움,2
1219,괴로움 가져오,2
1220,괴로움 느끼,2
1221,괴로움 없애,1
1222,괴로움,2
1223,괴,2
1224,괴로워하,2
1225,괴로워하 모양,2
1226,괴로워하,2
1227,괴로워하,2
1228,괴롭,2
1229,괴롭 성가,2
1230,괴롭,2
1231,괴롭 내,2
1232,괴롭 되,2
1233,괴롭 소리,2
1234,괴롭 여기,2
1235,괴롭,2
1236,괴롭 귀찮,2
1237,괴롭 귀찮,2
1238,괴롭 아프,2
1239,괴롭,2
1240,괴롭 알,1
1241,괴롭히,2
1242,괴롭히 못살,2
1243,괴롭히,2
1244,괴롭히 일,2
1245,괴롭히 짓,2
1246,괴롭히,2
1247,괴멸,2
1248,괴멸,2
1249,괴멸,2
1250,괴물,2
1251,괴사,2
1252,괴사 일어나,2
1253,괴상,2
1254,괴상,2
1255,괴상 데,2
1256,괴상 일,2
1257,괴상 일,2
1258,괴이쩍,2
1259,괴이쩍 생각,2
1260,괴이,2
1261,괴이 여기,2
1262,굉장,1
1263,굉장,1
1264,교관,0
1265,교도소 수감,2
1266,교리 밝,1
1267,교,2
1268,교 굴,2
1269,교만,2
1270,교만,2
1271,교,2
1272,교만,2
1273,교모 괴롭히,2
1274,교묘,1
1275,교묘,2
1276,교묘,2
1277,교묘히 넘기,2
1278,교양,1
1279,교양,1
1280,교양 없,2
1281,교양 없,2
1282,교양 있,1
1283,교양 있,1
1284,교육적,1
1285,교제 끊,2
1286,교통 허락,1
1287,교통 허락,1
1288,교화,1
1289,교활,2
1290,교활,2
1291,교활 무리,2
1292,교활 수단,2
1293,교활 수단,2
1294,교훈,1
1295,구경 즐기,1
1296,구 연 없,1
1297,구김살 없이,1
1298,구김살 없,1
1299,구김살 없이,1
1300,구두쇠,2
1301,구리,2
1302,구박,2
1303,구성지,1
1304,구속,2
1305,구속,2
1306,구슬,2
1307,구슬 정도,2
1308,구슬프,2
1309,구슬프 쓸쓸,2
1310,구슬프,2
1311,구슬피,2
1312,구역,2
1313,구역 듯하,2
1314,구역 나,2
1315,구역질,2
1316,구역질,2
1317,구역질,2
1318,구역질,2
1319,구역질 하,2
1320,구역질,2
1321,구역질 나,2
1322,구역질 나,2
1323,구역질 나서,2
1324,구역질,2
1325,구원,1
1326,구원,1
1327,구원 일,1
1328,구제,1
1329,구차,2
1330,구차 짓,2
1331,구차,2
1332,구차 굴,2
1333,구차 굴,2
1334,구차,2
1335,구차 않,1
1336,구토,2
1337,구토 증세,2
1338,구토,2
1339,구토 일으키,2
1340,국내 반란,2
1341,군살 처지,2
1342,군색,2
1343,군소리 없이,1
1344,군소리,2
1345,군소리 내달,2
1346,군소리 하,2
1347,군소리 하다,2
1348,굳,1
1349,굳 맹세,1
1350,굳 믿,1
1351,굳 행실,1
1352,굳세,1
1353,굳세,1
1354,굳세 함,1
1355,굳세,1
1356,굳세 야무지,1
1357,굳세,1
1358,굳세 기상,1
1359,굳어지,2
1360,굳,0
1361,굳 상태,0
1362,굳 못하,2
1363,굳 못하,2
1364,굴복,2
1365,굴복 않,1
1366,굴욕,2
1367,굴욕감,2
1368,굴욕,2
1369,굴욕 당하,2
1370,굴욕 당하,2
1371,굴욕적,2
1372,굵 시원시원,1
1373,굶,2
1374,굶 모양,2
1375,굶,2
1376,굶주리,2
1377,굶주리,2
1378,굶주리,2
1379,굶주리,2
1380,굶주리 백성,2
1381,굼 먹,2
1382,굼뜨,2
1383,굼뜨 먹,2
1384,굼뜨 움직이,2
1385,굼뜨 움직이,2
1386,굼뜨 하다,2
1387,굼뜨 행동,2
1388,굼뜨 행동,2
1389,굼뜨,2
1390,굼뜨 거추장스럽,2
1391,굼뜨 게으르,2
1392,굼뜨 좀스럽,2
1393,굼뜨,2
1394,굽,2
1395,굽신거리,2
1396,굽신굽신,2
1397,굽신굽신,2
1398,굽신대,2
1399,굽신하,2
1400,굽실,2
1401,굽실거리,2
1402,굽실,2
1403,굽실,2
1404,굽실대,2
1405,굽실,2
1406,굽히 살,2
1407,굽히 아니하,1
1408,굽히 않,0
1409,궁상,2
1410,궁상 모양,2
1411,궁상,2
1412,궁색,2
1413,궁색,2
1414,궁색,2
1415,궁핍,2
1416,궁핍,2
1417,궁,2
1418,궁하,2
1419,궂,2
1420,궂,2
1421,권리 없애,2
1422,권리 침해,2
1423,권세 꺾,0
1424,권세 마음대로,2
1425,권태,2
1426,권태감,2
1427,권태기,2
1428,권태,2
